# Burmese pronunciation lexicon (the 🟡→✅ lexical layer) — undiacritized word ⇥ canonical IPA, for words the
# rule g2p gets wrong (lexical rime, colloquial, Pali gemination, loanword ⟨ရ⟩→ɹ). Mined from the kaikki gold
# (Wiktionary, CC-BY-SA) by tools/build-my-dict.ts; tone diacritics converted to our Chao letters. Applied in
# burmese.ts (an exact-word override before the g2p rules); OOV words keep the rule reading.
မုန့်ကျွဲသည်း	mo˥ˀʊɴt͡ɕwɛ˥˩ðɛ˥˩
မုန့်ကြာခွက်	mo˥ˀʊɴt͡ɕa˨ɡwɛʔ
မုန့်ခဲဘွယ်	mo˥ˀʊɴkʰɛ˥˩bwɛ˨
မုန့်စကြာ	mo˥ˀʊɴsɛʔt͡ɕa˨
မုန့်ဖော်ခွက်	mo˥ˀʊɴpʰɔ˨ɡwɛʔ
မုန့်ဦးနှောက်	mo˥ˀʊɴʔo˥˩ʊɴði˥˩
မုန်ညှင်းဖြူ	mo˨ʊɴɲ̊ɪ˥˩ɴbju˨
မုရား	məja˥˩
မုဟမ္မဒ်	mu˥ˀha˨ɴma˨d
မူလတန်း	mu˨la˥ˀda˥˩ɴ
မူလတန်းကြိုကျောင်း	mu˨la˥ˀda˥˩ɴd͡ʑo˨d͡ʑa˥˩ʊɴ
မူလဘာသာ	mu˨la˥ˀba˨θa˨
မေတ္တာ	mjɪʔta˨
မေတ္တေယျ	mjɪʔte˨ja˥ˀ
မေဓင်္ကရာ	me˨dɪ˨ɴkəɹa˨
မေဓင်္ကရာဘုရား	me˨dɪ˨ɴkəɹa˨pʰəja˥˩
မောင်းမမိဿံ	ma˥˩ʊɴma˥ˀmeɪʔθa˨ɴ
မောရစ်ရှ	mɔ˥˩ɹɪʔʃa˥ˀ
မော်တော်ယာဉ်	mɔ˨tɔ˨jɪ˨ɴ
မော်ရိုကို	mɔ˨ɹo˨ko˨
မော်ရီတေးနီးယား	mɔ˨ɹi˨te˥˩ni˥˩ja˥˩
မော်လ်ဒိုဗာ	mɔ˨ldo˨ba˨
မေးစေ့	me˥˩zi˥ˀ
မဲဆန္ဒနယ်	mɛ˥˩sʰa˨ɴda˥ˀnɛ˨
မဲဆန္ဒရှင်	mɛ˥˩sʰa˨ɴda˥ˀʃɪ˨ɴ
မျက်နှာပြောင်တိုက်	mjɛʔn̥a˨bja˨ʊɴtaɪʔ
မျက်နှာဖုံး	mjɛʔn̥əpʰo˥˩ʊɴ
မျက်နှာသုတ်ပဝါ	mjɛʔn̥a˨θoʊʔpa˥ˀwa˨
မျက်ရည်	mjɛʔje˨
မျက်လှည့်	mjɛʔl̥ɛ˥ˀ
မျက်လှည့်ဆရာ	mjɛʔl̥ɛ˥ˀsʰəja˨
မျိုးခွဲပညာ	mjo˥˩ɡwɛ˥˩pjɪ˨ɴɲa˨
မျိုးရိုးပညာ	mjo˥˩jo˥˩pjɪ˨ɴɲa˨
မျှတ	m̥ja˥ˀta˥ˀ
မြင်းခွာရွက်သုပ်	mjɪ˥˩ɴkʰwa˨jwɛʔθoʊʔ
မြင်းမကလေး	mjɪ˥˩ɴma˥ˀɡəle˥˩
မြင်းလှည်း	mjɪ˥˩ɴl̥ɛ˥˩
မြန်နှုန်းပြကိရိယာ	mja˨ɴn̥o˥˩ʊɴpja˥ˀki˥ˀji˥ˀja˨
မြန်မာကြီး	mjəma˨d͡ʑi˥˩
မြန်မာလိုကြီး	mjəma˨lo˨d͡ʑi˥˩
မြဝတီ	mja˥ˀwədi˨
မြို့ပြနိုင်ငံ	mjo˥ˀpja˥ˀna˨ɪɴŋa˨ɴ
မြူစွမ်	mju˨swa˨ɴ
မြေကွက်	mje˨ɡwɛʔ
မြေပုံဆွဲပညာ	mje˨bo˨ʊɴsʰwɛ˥˩pjɪ˨ɴɲa˨
မြေပြင်	mje˨bjɪ˨ɴ
မြေပြန့်	mje˨bja˥ˀɴ
မြေဖြူခဲ	mje˨bju˨ɡɛ˥˩
မြောက်ကိုရီးယား	mjaʊʔko˨ɹi˥˩ja˥˩
မြောက်အမေရိက	mjaʊʔʔəme˨ɹi˥ˀka˥ˀ
မြောက်အိုင်ယာလန်	mjaʊʔʔa˨ɪɴjəla˨ɴ
မြွက်	mjwɛʔ
မြွေ	mwe˨
မြွေပါ	mwe˨ba˨
မြွှင်း	m̥wɪ˥˩ɴ
မြွှာ	m̥wa˨
မြှောက်ရကိန်း	m̥jaʊʔja˥ˀke˥˩ɪɴ
မွန်တီနီဂရိုး	mʊ˨ɴti˨ni˨ɡəɹo˥˩
မွေးသက္ကရာဇ်	mwe˥˩θɛʔkəɹɪʔ
မှတ်မှတ်ရရ	m̥aʔm̥aʔja˥ˀja˥ˀ
မှန်ပါ့ဘုရား	m̥a˨ɴba˥ˀpʰəja˥˩
မှန်ပြောင်း	m̥a˨ɴbja˥˩ʊɴ
မှန်ဖြူ	m̥a˨ɴbju˨
မှန်ဘီလူး	m̥a˨ɴbəlu˥˩
မှောင်မည်း	m̥a˨ʊɴmɛ˥˩
ယကွင်း	ja˥ˀɡwɪ˥˩ɴ
ယတြာ	jədəja˨
ယတြာချေ	jədəja˨t͡ɕʰe˨
ယနေ့	ja˥ˀne˥ˀ
ယပက်လက်	ja˥ˀpɛʔlɛʔ
ယပင့်	ja˥ˀpɪ˥ˀɴ
ယမမင်း	jəma˥ˀmɪ˥˩ɴ
ယဝဒီပ	ja˥ˀwa˥ˀdi˨pa˥ˀ
ယသောဓရာ	ja˥ˀθɔ˥˩dəja˨
ယအ္ကူဗ်	ja˨ʔku˨b
ယာဉ်	jɪ˨ɴ
ယာဉ်မောင်း	jɪ˨ɴma˨ʊɴ
ယာဉ်မောင်းလိုင်စင်	jɪ˨ɴma˥˩ʊɴla˨ɪɴsɪ˨ɴ
ယာဉ်ရပ်	jɪ˨ɴjaʔ
ယိုးဒယားကြေးသွား	jo˥˩dəja˥˩
ယိုးဒယားဆယ့်နှစ်ခန်း	jo˥˩dəja˥˩sʰɛ˥ˀn̥əkʰa˥˩ɴ
ယိုးဒယားနှဲသွား	jo˥˩dəja˥˩
ယိုးဒယားသီချင်း	jo˥˩dəja˥˩θət͡ɕʰɪ˥˩ɴ
ယိုးဒယားသံရှစ်မျိုး	jo˥˩dəja˥˩
ယုဇန	ju˥ˀza˥ˀna˥ˀ
ယူကရိန်း	ju˨kəɹe˥˩ɪɴ
ယူရို	ju˨ɹo˨
ယူရေနတ်	ju˨ɹe˨naʔ
ယူရေးရှား	ju˨ɹe˥˩ʃa˥˩
ယေဘုယျ	je˨bo˨ʊɴja˥ˀ
ယေရေဗန်	je˨ɹe˨ba˨ɴ
ယောက်မ	ja˥˩ʊɴma˥ˀ
ယောက်ျား	jaʊʔt͡ɕa˥˩
ယောက်ျားလျာ	jaʊʔkəʃa˨
ယွန်းထည်	jʊ˥˩ɴtʰɛ˨
ယွန်းပန်းချီ	jʊ˥˩ɴbəd͡ʑi˨
ယွန်းပေါင်ပုရပိုက်	jʊ˥˩ɴba˨ʊɴpəɹəbaɪʔ
ရကောက်	ja˥ˀkaʊʔ
ရင်ထိုးတံဆိပ်	jɪ˨ɴdo˥˩dəzeɪʔ
ရင်ပြင်	jɪ˨ɴbjɪ˨ɴ
ရည်ရွယ်	ji˨jwɛ˨
ရည်ရွယ်ချက်	ji˨jwɛ˨d͡ʑɛʔ
ရတနာပုံ	jɛ˨dəna˨bo˨ʊɴ
ရတနာပူရ	jədəna˨pu˨ɹa˥ˀ
ရတနာသိင်္ဃ	jədəna˨θe˨ɪɴɡa˥ˀ
ရပါတယ်	ja˥ˀba˨dɛ˨
ရပ်ကွက်	jaʔkwɛʔ
ရမ္မက်	jəmɛʔ
ရမ်	ɹa˨ɴ
ရယူ	ja˥ˀju˨
ရရစ်	ja˥ˀjɪʔ
ရရှိ	ja˥ˀʃi˥ˀ
ရလဒ်	ja˥ˀlaʔ
ရဝမ်ဒါ	ɹəwa˨ɴda˨
ရသ	ja˥ˀða˨
ရသစာပေ	ja˥ˀθa˥ˀsa˨pe˨
ရသာ	ja˥ˀða˨
ရသာရုံ	ja˥ˀθa˨jo˨ʊɴ
ရဟတ်ယာဉ်	jəhaʔjɪ˨ɴ
ရအောင်	ja˥ˀʔa˨ʊɴ
ရာဇဂုရု	ja˨za˥ˀɡu˥ˀɹu˥ˀ
ရာဇဌာန်	ɹa˨zətʰa˨n
ရာဇာဓိရာဇဂုရု	ja˨za˥ˀdi˥ˀja˨za˥ˀɡu˥ˀɹu˥ˀ
ရာဘတ်	ɹa˨baʔ
ရာမည	ɹa˨məɲa˥ˀ
ရာရာစစ	ja˨ja˨sa˥ˀsa˥ˀ
ရာဝဏ	ɹa˨wəna˥ˀ
ရာဟုဂြိုဟ်	ja˨hu˥ˀd͡ʑo˨
ရိက္ခါ	jeɪʔkʰa˨
ရိက္ခာ	jeɪʔkʰa˨
ရိုင်ဖယ်	ɹa˨ɪɴpʰɛ˨
ရိုဟင်ဂျာ	ɹo˨hɪ˨ɴd͡ʑa˨
ရိုးရာအမည်	jo˥˩ja˨ʔəmji˨
ရီကော်ဒါ	ɹa˨kɔ˨da˨
ရီဂါ	ɹi˨ɡa˨
ရုက္ခဗေဒ	joʊʔkʰa˥ˀbe˨da˥ˀ
ရုက္ခဗေဒဥယျာဉ်	joʊʔkʰa˥ˀbe˨da˥ˀʔu˥ˀjɪ˨ɴ
ရုတ်တရက်	joʊʔta˥ˀjɛʔ
ရုပ်ရှင်မင်းသမီး	joʊʔʃɪ˨ɴmɪ˥˩ɴða˥˩
ရုဘစ်ကုဗတုံး	ɹu˥ˀbɪʔku˥ˀbəto˥˩ʊɴ
ရုရှား	ɹa˥ˀʃa˥˩~ɹaʔʃa˥˩
ရုရှားဖယ်ဒရေးရှင်း	ɹu˥ˀʃa˨pʰɛ˨dəɹe˥˩ʃɪ˨ɴ
ရူပကအလင်္ကာ	ju˨pəka˥ˀʔəli˨ɡa˨
ရူပနက္ခတ္တဗေဒ	ju˨pa˥ˀnɛʔkʰaʔta˥ˀbe˨da˥ˀ
ရူပဗေဒ	ju˨pa˥ˀbe˨da˥ˀ
ရူပီး	ɹu˨pi˥˩
ရူမေးနီးယား	ɹu˨me˥˩ni˥˩ja˥˩
ရေခဲခေတ်	je˨ɡɛ˥˩kʰɪʔ
ရေခဲသေတ္တာ	je˨ɡɛ˥˩θɪʔta˨
ရေခွက်	je˨ɡwɛʔ
ရေဂျာဗစ်	ɹe˨d͡ʑa˨bɪʔ
ရေစစ္စရီ	je˨sɪʔsəɹi˨
ရေတံခွန်	je˨da˨ɡʊ˨ɴ
ရေတွက်	je˨twɛʔ
ရေဒါ	ɹe˨da˨
ရေဒီယို	ɹe˨di˨jo˨
ရေဘေးဒုက္ခသည်	je˨be˥˩doʊʔkʰa˥ˀðɛ˨
ရေဝတ	ɹe˨wəta˥ˀ
ရေဝတဘုရား	je˨wəta˥ˀpʰəja˥˩
ရေသပ္ပါယ်	je˨θaʔpɛ˨
ရောက်တာ	ɹaʊʔta˨
ရောဂန္တရကပ်	jɔ˥˩ɡa˨ɴtəɹa˥ˀkaʔ
ရောင်းဝယ်	ja˥˩ʊɴwɛ˨
ရောမ	ɹɔ˥˩ma˥ˀ
ရောမဂဏန်း	ɹɔ˥˩ma˥ˀɡəna˥˩ɴ
ရော်ဘာ	ɹɔ˨ba˨
ရွက်	jwɛʔ
ရွက်ကျပင်ပေါက်	jwɛʔt͡ɕa˥ˀpɪ˨ɴbaʊʔ
ရွက်ကြမ်း	jwɛʔd͡ʑa˥˩ɴ
ရွက်ကြမ်းရေကျို	jwɛʔt͡ɕa˥˩ɴje˨d͡ʑo˨
ရွက်စုံဖွင့်	jwɛʔso˨ʊɴpʰwɪ˥ˀɴ
ရွက်တိုင်	jwɛʔta˨ɪɴ
ရွက်ပုန်းသီး	jwɛʔpo˥˩ʊɴði˥˩
ရွက်လှေ	jwɛʔl̥e˨
ရွယ်	jwɛ˨
ရွရွ	jwa˥ˀjwa˥ˀ
ရွာသူကြီး	jwa˨θəd͡ʑi˥˩
ရွှေတြိဂံ	ʃwe˨tɹi˥ˀɡa˨ɴ
ရွှေနန်းရွှေပြာသာဒ်သခင်	ʃwe˨na˥˩ɴʃwe˨pjaʔθaʔθəkʰɪ˨ɴ
ရွှေနန်းရှင်ဘုရား	ʃwe˨na˥˩ɴʃɪ˨ɴpʰəja˥˩
ရွှေဖြူ	ʃwe˨bju˨
ရွှံ့ပွက်	ʃʊ˥ˀɴbwɛʔ
ရှင်ဘုရင်	ʃɪ˨ɴbəjɪ˨ɴ
ရှည်	ʃe˨
ရှည်မျော	ʃe˨mjɔ˥˩
ရှလကာရည်	ʃa˨ləka˨je˨
ရှလပတ်ရည်	ʃa˥ˀləpaʔje˨
ရှူးဖိနပ်	ʃu˥˩pʰənaʔ
ရှေ့ကပေါက်	ʃe˥ˀɡa˥ˀpaʊʔ
ရှေးခေတ်ဂရိ	ʃe˥˩kʰɪʔɡəɹi˥ˀ
ရဿ	ɹaʔθa˥ˀ
လက်ကိုင်ပဝါ	lɛʔka˨ɪɴpa˥ˀwa˨
လက်ကွက်	lɛʔkwɛʔ
လက်ဆွဲသေတ္တာ	lɛʔsʰwɛ˥˩θɪʔta˨
လက်တင်အမေရိက	lɛʔtɪ˨ɴʔəme˨ɹi˥ˀka˥ˀ
လက်ဖက်	ləpʰɛʔ
လက်ဖက်ခြောက်	ləpʰɛʔt͡ɕʰaʊʔ
လက်ဖက်စို	ləpʰɛʔso˨
လက်ဖက်ထုပ်	ləpʰɛʔtʰoʊʔ
လက်ဖက်ရည်	ləpʰɛʔje˨
လက်ဖက်ရည်ကြမ်း	ləpʰɛʔji˨d͡ʑa˥˩ɴ
လက်ဖက်ရည်ဆိုင်	ləpʰɛʔje˨za˨ɪɴ
လက်ဖက်ရည်အချို	ləpʰɛʔji˨ʔət͡ɕʰo˨
လက်ဖက်သုပ်	ləpʰɛʔθoʊʔ
လက်ရှည်	lɛʔʃe˨
လက်လွတ်စပယ်	lɛʔlʊʔza˥ˀbɛ˨
လက်ဝါးကပ်တိုင်	lɛʔwəɡaʔta˨ɪɴ
လက်သည်	lɛʔθɛ˨
လက်သည်း	lɛʔθɛ˥˩
လက်သည်းကွင်း	lɛʔθe˥˩ɡwɪ˥˩ɴ
လက်သမား	lɛʔθa˥ˀma˥˩
လက်သုတ်ပဝါ	lɛʔθoʊʔpa˥ˀwa˨
လက်သူကြွယ်	lɛʔðəd͡ʑwɛ˨
လကြတ်	la˥ˀt͡ɕaʔ
လကွယ်	la˥ˀɡwɛ˨
လခ	la˥ˀɡa˥ˀ
လခြမ်း	la˥ˀd͡ʑa˥˩ɴ
လခြမ်းဆိုင်း	la˥ˀd͡ʑa˥˩ɴsʰa˥˩ɪɴ
လငယ်	la˥ˀŋɛ˨
လစဉ်	la˥ˀzɪ˨ɴ
လစာ	la˥ˀza˨
လဆန်း	la˥ˀza˥˩ɴ
လဆုတ်	la˥ˀzoʊʔ
လဆွဲ	la˥ˀsʰwɛ˥˩
လည်	lɛ˨
လည်ချောင်း	lɛ˨d͡ʑa˥˩ʊɴ
လည်စည်း	le˨zi˥˩
လည်ဆွဲ	lɛ˨zwɛ˥˩
လည်ပင်း	lɛ˨bɪ˥˩ɴ
လည်လိမ်နာ	lɛ˨le˨ɪɴna˨
လည်း	lɛ˥˩
လည်းကောင်း	ləɡa˥˩ʊɴ
လပြည့်	la˥ˀbje˥ˀ
လပြည့်နေ့	la˥ˀpji˥ˀne˥ˀ
လပြည့်ဝန်း	la˥ˀbje˥ˀwʊ˥˩ɴ
လမုန့်	la˥ˀmo˥ˀʊɴ
လမ်းဘေးစာ	la˥˩ɴဘေးza˨
လယ်ပြင်	lɛ˨bjɪ˨ɴ
လဝက	la˥ˀwa˥ˀka˥ˀ
လသာ	la˥ˀθa˨
လာဘ်စား	la˨bsa˥˩
လိင်	le˨ɪɴ
လိင်ဆက်ဆံ	le˨ɪɴsʰɛʔsʰa˨ɴ
လိင်တံ	le˨ɪɴda˨ɴ
လိင်ပညာ	le˨ɪɴpjɪ˨ɴɲa˨
လိင်အင်္ဂါ	le˨ɪɴʔɪ˨ɴɡa˨
လိပ်ခေါင်း	leɪʔɡa˥˩ʊɴjɔ˥˩ɡa˨
လိုက်ဘေးရီးယား	laɪʔbe˥˩ɹi˥˩ja˥˩
လုပ်ရည်ကိုင်ရည်	loʊʔje˨ka˨ɪɴje˨
လူကြီးမင်းများခင်ဗျား	lu˨d͡ʑi˥˩mɪ˥˩ɴmja˥˩kʰəbja˥˩
လူစွမ်းကောင်း	lu˨zwa˥˩ɴɡa˥˩ʊɴ
လူနည်းစု	lu˨nɛ˥˩zu˥ˀ
လူပျက်	lu˨bjɛʔ
လူပျို	lu˨bjo˨
လူပျိုနာ	lu˨bjo˨na˨
လူပြက်	lu˨bjɛʔ
လူသတ်သမား	lu˨θaʔð’မာ
လေယာဉ်	le˨jɪ˨ɴ
လေယာဉ်ပျံ	le˨jɪ˨ɴbja˨ɴ
လေယာဉ်ပြေးလမ်း	le˨jɪ˨ɴpje˥˩la˥˩ɴ
လေယာဉ်မယ်	le˨jɪ˨ɴmɛ˨
လေယာဉ်မူး	le˨jɪ˨ɴmu˥˩
လေယာဉ်မူးခြင်း	le˨jɪ˨ɴmu˥˩d͡ʑɪ˥˩ɴ
လေယာဉ်မောင်	le˨jɪ˨ɴma˨ʊɴ
လေယာဉ်မှူး	le˨jɪ˨ɴm̥u˥˩
လေလည်	le˨le˨
လောကနတ်	lɔ˥˩ka˥ˀnaʔ
လောကသား	lɔ˥˩ka˥ˀða˥˩
လောင်းကစား	la˥˩ʊɴɡa˥ˀza˥˩
လော့စ်အိန်ဂျယ်လိစ်	la˥ˀʊʔʔe˨ɪɴd͡ʑɛ˨leɪʔ
လ္ဘက်	ləpʰɛʔ
လျက်	jɛʔ
လျက်ဆား	jɛʔsʰa˥˩
လျင်	jɪ˨ɴ
လျာ	ja˨
လျား	ja˥˩
လျားလျား	ja˥˩ja˥˩
လျောက်	jaʊʔ
လျောင်းစက်	ja˥˩ʊɴsɛʔ
လျော့	jɔ˥ˀ
လျော်	jɔ˨
လျှင်	l̥jɪ˨ɴ
လျှပ်	l̥jaʔ
လျှပ်စစ်	l̥jaʔsɪʔ
လျှပ်စစ်ကား	l̥jaʔsɪʔka˥˩
လျှပ်စစ်ဓာတ်	l̥jaʔsɪʔdaʔ
လျှပ်စစ်မီး	l̥jaʔsɪʔmi˥˩
လျှပ်စီး	l̥jaʔsi˥˩
လွင်ပြင်	lwɪ˨ɴbjɪ˨ɴ
လွမ်း	lwa˥˩ɴ
လွယ်	lwɛ˨
လွယ်လင့်တကူ	lwɛ˨lɪ˥ˀɴdəɡu˨
လွယ်အိတ်	lwɛ˨ʔeɪʔ
လွှစာ	l̥wa˥ˀza˨
လွှမ်း	l̥wa˥˩ɴ
လွှမ်းမိုး	l̥wa˥˩ɴmo˥˩
လွှမ်းမိုးမှု	l̥wa˥˩ɴmo˥˩m̥u˥ˀ
လှည့်	l̥ɛ˥ˀ
လှည်း	l̥ɛ˥˩
လှပ	l̥a˥ˀpa˥ˀ
လှလှ	l̥a˥ˀl̥a˥ˀ
ဝက်ဘ်ဆိုဒ်	wɛʔbsʰaɪʔ
ဝက်အူလှည့်	wɛʔʔu˨l̥ɛ˥ˀ
ဝစ္စနှစ်လုံးပေါက်	wɪʔsən̥əlo˥˩ʊɴpaʊʔ
ဝစ်ရှင်နရီ	wɪʔʃɪ˨ɴnəɹi˨
ဝဆွဲ	wa˥ˀsʰwɛ˥˩
ဝတုတ်	wa˥ˀtoʊʔ
ဝတ္တရား	wʊʔta˥ˀja˥˩
ဝတ်ရည်	wʊʔje˨
ဝတ်လုံ	tʰi˨
ဝပ်ရှော့	waʔʃɔ˥ˀ
ဝမ်းကျ	wa˥˩ɴd͡ʑa˥ˀ
ဝမ်းကွဲ	wa˥˩ɴkwɛ˥˩
ဝမ်းတဖိုး	wʊ˥˩ɴda˥ˀpʰo˥˩
ဝမ်းနည်း	wa˥˩ɴne˥˩
ဝယ်	wɛ˨
ဝယ်လင်တန်	wɛ˨lɪ˨ɴta˨ɴ
ဝယ်လိုအား	wɛ˨lo˨ʔa˥˩
ဝရဏဗေဒ	wəjəna˥ˀda˥ˀbe˨da˥ˀ
ဝရန်တာ	wəɹa˨ɴda˨
ဝရမ်း	wa˥ˀja˥˩ɴ
ဝလာဟကမြင်း	wəla˨həka˥ˀmjɪ˥˩ɴ
ဝသန္တ	wa˥ˀθa˨ɴta˥ˀ
ဝသီ	wa˥ˀθi˨
ဝသုန္ဓရာ	wəθo˨ʊɴdəɹa˨
ဝသုန္ဓရေ	wəθo˨ʊɴdəɹe˨
ဝါကျ	wɛʔt͡ɕa˥ˀ
ဝါဂွမ်း	wa˨ɡwa˥˩ɴ
ဝါဏိဇ္ဇ	wa˨neɪʔza˥ˀ
ဝါဏိဇ္ဇပဋိပက္ခ	wa˨neɪʔza˥ˀpədi˥ˀpɛʔkʰa˥ˀ
ဝါဏိဇ္ဇဗေဒ	wa˨neɪʔza˥ˀbe˨da˥ˀ
ဝါသနာ	wa˨ða˥ˀna˨
ဝါသနာပါ	wa˨ða˥ˀna˨pa˨
ဝိဇယပူရ	wi˥ˀzəja˥ˀpu˨ɹa˥ˀ
ဝိဇ္ဇာ	weɪʔza˨
ဝိဇ္ဇာပညာ	weɪʔza˨pjɪ˨ɴɲa˨
ဝိဇ္ဇာဘွဲ့	weɪʔza˨bwɛ˥ˀ
ဝိညာဉ်	we˨ɪɴɲɪ˨ɴ
ဝိတိုရိယ	wi˥ˀto˨ɹi˥ˀja˥ˀ
ဝိနိစ္ဆယ	wi˥ˀneɪʔsəja˥ˀja˥ˀ
ဝိပါကဝဋ်	wi˥ˀba˨ɡa˥ˀwʊʔ
ဝိပါက်	wi˥ˀbeɪʔ
ဝိပဿနာ	wi˥ˀpaʔθəna˨
ဝိပဿီ	wi˥ˀpətθi˨
ဝိပဿီဘုရား	wi˥ˀpaʔθi˨pʰəja˥˩
ဝိသေသလက္ခဏာ	wi˥ˀθe˨θa˥ˀlɛʔkʰəna˨
ဝီရိယ	wəɹi˥ˀja˥ˀ
ဝုဍျူး	wu˥ˀd͡ʑu˥˩
ဝေယျာဝစ္စ	we˨ja˨wʊʔsa˥ˀ
ဝေလငါး	we˨la˥ˀŋa˥˩
ဝေါဟာရ	wɔ˥˩ha˨ɹa˥ˀ
ဝေါဟာရဗေဒ	θaʔda˥ˀbe˨da˥ˀ
ဝေဿ	wɪʔθa˥ˀ
ဝေဿဘူ	we˨tθəbu˨
ဝေဿဘူဘုရား	we˨tθa˥ˀbu˨pʰəja˥˩
ဝံပုလွေ	wʊ˨ɴbəlwe˨
ဝံပုလွေငယ်	wʊ˨ɴpəlwe˨ŋɛ˨
ဝံသာနုရက္ခိတ	wʊ˨ɴθa˨nu˥ˀɹɛʔkʰi˥ˀta˥ˀ
ဝှေးစေ့	ʍe˥˩zi˥ˀ
သကုဏဗေဒ	θa˥ˀku˥ˀna˥ˀbe˨da˥ˀ
သက္ကရာဇ်	θɛʔkəɹɪʔ
သက္ကလတ်	ðɛʔkəlaʔ
သခင်ဘုရား	θəkʰɪ˨ɴpʰəja˥˩
သခွားမသီး	θəkʰəma˥ˀði˥˩
သင်လက်ထပ်ပြီးပြီလား	θɪ˨ɴlɛʔtʰaʔpi˥˩bi˨la˥˩
သင်္ကြန်ထမင်း	ðəd͡ʑa˨ɴtʰəmɪ˥˩ɴ
သင်္ဂဟတရားလေးပါး	θɪ˨ɴɡa˥ˀha˥ˀta˥ˀja˥˩le˥˩pa˥˩
သင်္ဂြိုဟ်	θɪ˨ɴd͡ʑo˨h
သင်္ဘောဆီးဖြူ	θɪ˥˩ɴbɔ˥˩zi˥˩bju˨
သင်္သကရိုက်	θɪ˨ɴθəkəɹaɪʔ
သစ်ကုလားအုတ်	θɪʔkələʔoʊʔ
သစ်ကြံပိုး	θɪʔd͡ʑəbo˥˩
သစ်ခွရည်	θɪʔkʰwa˥ˀji˨
သစ်စေး	sɪʔsi˥˩
သစ်မန်ကျည်း	θɪʔməd͡ʑi˥˩
သစ်သီးရည်	θɪʔθi˥˩je˨
သည့်	tθi˥ˀ
သည်	ðɛ˨
သည်မှာ	ði˨m̥a˨
သည်း	θɛ˥˩
သည်းထိတ်ရင်ဖို	θɛ˥˩tʰeɪʔjɪ˨ɴpʰo˨
သဏ္ဌာန်	ðəda˨ɴ
သတင်းစုံ	ða˥ˀdɪ˥˩ɴzo˨ʊɴ
သတိရ	ða˥ˀdi˥ˀja˥ˀ
သတိုး	ða˨do˥˩
သတ္တဗေဒ	θaʔta˥ˀbe˨da˥ˀ
သတ္တသိန္ဓု	θaʔta˥ˀθe˨ɪɴdu˥ˀ
သတ္ထန္တရကပ်	θaʔtʰa˨ɴtəɹa˥ˀkaʔ
သဒ္ဒဗေဒ	θaʔda˥ˀbe˨da˥ˀ
သဒ္ဒါ	ðəda˨
သဒ္ဒါဆယ်ပါး	ðəda˨sʰɛ˨ba˥˩
သဒ္ဓါ	θa˨dda˨
သဒ္ဓါကြေး	θəda˨t͡ɕe˥˩
သနပ်	θa˥ˀnaʔ
သနပ်ခါး	θənəkʰa˥˩
သနား	θa˥ˀna˥˩
သန္ဓေသား	ðəde˨ða˥˩
သန်ဘက်ခါ	θəbɛʔkʰa˨
သန်လျက်	θa˨ɴjɛʔ
သန်လျင်	θəɲɪ˨ɴ
သန်လျင်း	θa˨ɴləjɪ˥˩ɴ
သန်လျင်းချိတ်	θa˨ɴjɪ˥˩ɴd͡ʑeɪʔ
သန်းခေါင်	ðəɡa˨ʊɴ
သန်းခေါင်ယံ	ðəɡa˨ʊɴja˨ɴ
သပ္ပါယ်	θaʔpa˨j
သပ္ပာယ်	θaʔpa˨j
သပြု	ðəbju˥ˀ
သပြေ	ðəbje˨
သပြေတိုင်	ðəbje˨da˨ɪɴ
သဘာဝကျ	ðəba˨wa˥ˀt͡ɕa˥ˀ
သဘာဝတ္ထဗေဒ	θəba˨wʊʔtʰa˥ˀbe˨da˥ˀ
သဘောကျ	θa˥ˀbɔ˥˩t͡ɕa˥ˀ
သဘောပေါက်	θa˥ˀbɔ˥˩paʊʔ
သမဂ္ဂ	θa˥ˀmɛʔɡa˥ˀ
သမဝါယမ	θəma˥ˀwa˨jəma˥ˀ
သမိုင်းမတိုင်မီခေတ်	θəma˥˩ɪɴməta˨ɪɴmi˨kʰɪʔ
သမီးတော်	θa˥ˀmi˥˩tɔ˨
သမီးရည်းစား	θa˥ˀmi˥˩ji˥˩sa˥˩
သမ္မတ	θəməda˥ˀ
သမ္မတကတော်	θəma˥ˀda˥ˀɡədɔ˨
သမ္မတနိုင်ငံ	θəməda˥ˀna˨ɪɴŋa˨ɴ
သမ္မာကျမ်း	θəma˨t͡ɕa˥˩ɴ
သရ	θəɹa˥ˀ
သရက်ရွက်	θəjɛʔjwɛʔ
သရက်သီးသနပ်	θəjɛʔθi˥˩θa˥ˀnaʔ
သရဏဂုံသုံးပါး	θəɹənəɡo˨ʊɴθo˥˩ʊɴba˥˩
သရဏင်္ကရာ	θəɹənɪ˨ɴkəɹa˨
သရဏင်္ကရာဘုရား	θəɹənɪ˨ɴkəɹa˨pʰəja˥˩
သရဖီ	θəɹəpʰi˨
သရဖူ	θəɹəpʰu˨
သရီရ	θəɹi˨ɹa˥ˀ
သလား	θa˥ˀla˥˩
သလို	θa˥ˀlo˨
သလောက်	θa˥ˀlaʊʔ
သဝန်ကြောင်	θa˥ˀwʊ˨ɴt͡ɕa˨ʊɴ
သဝန်တို	θa˥ˀwʊ˨ɴto˨
သဝေထိုး	θa˥ˀwe˨tʰo˥˩
သာဂူပြင်	θa˨ɡu˨bjɪ˨ɴ
