# Harakat restoration lexicon (COVERAGE layer) — undiacritized skeleton ⇥ our vocalization.
# ⚠ LICENCE: GPL-3.0 (per-file fence) — NOT CC-BY-SA like the sibling riders.
# Source: g2p-inversion over espeak-ng dictsource/ps_list (GPL-3.0, Hanif Rahman) + wikipron + kaikki.
# 12535 of 13828 rows are reachable only from the GPL source. Only the SHORT-VOWEL PLACEMENT
# derives from it — espeak's phoneme strings are never copied; the consonants are our g2p's.
# See src/languages/pashto/lexicon.PROVENANCE.md and LICENSES/PROVENANCE.md §4.
# Regenerate: tools/perso-arabic/invert_harakat.ts --lexicon → tools/perso-arabic/export_lexicons.sh
# Non-identity rows only (a bare-skeleton row is a no-op — g2p already yields that IPA). See PROVENANCE.md.
آبخانە	آبخانَە
جستي	جَستي
جسد	جَسد
جسدو	جسَدو
جسدون	جسَدون
جسدونه	جسَدونه
جسدونو	جسَدونو
جسدوکی	جسَدوکِی
جسدي	جسَدي
جسدټوټی	جَسدټوټِی
جسدپه	جَسدپه
جسدپورته	جَسدپورته
جســدونه	جسَــدونه
جسم	جَسْم
جسمه	جَسمه
جسمو	جَسمو
جسمونه	جَسمُونه
جسمونو	جَسمُونو
جسموډبرینو	جَسموډبرینو
جسمى	جَسمِى
جسمي	جَسمي
جسمی	جَسمِی
جسمې	جَسمې
جسون	جَسون
جسوپ	جَسوپ
جسيم	جَسيم
جسټر	جَسټر
جسټس	جَسټس
جسیم	جَسیم
جشمی	جَشمِی
جشن	جَشْن
جشنو	جَشنو
جشنونه	جَشنُونه
جشنونو	جَشنُونو
جشنونوخم	جَشنُونوخم
جشني	جَشني
جشنی	جَشنِی
جشکن	جَشکن
جشګوټی	جَشګوټِی
جضرت	جَضرت
جع	جَع
جعبه	جَعبه
جعبې	جَعبې
جعدي	جَعدي
جعف	جَعْف
جعفر	جَعفر
جعفربن	جَعفربن
جعفرخیلو	جَعفرخیلو
جعفررضي	جَعفرْرضي
جعفرنومېده	جَعفرنومېده
جعفره	جَعْفره
جعفرو	جَعْفرو
جعفري	جَعْفري
جعفری	جَعْفرِی
جعفرې	جَعْفرې
جعل	جَعْل
جعلت	جَعلت
جعلني	جَعَلني
جعلى	جَعَلِى
جعلي	جَعَلي
جعليتوب	جَعَليتوب
جعلی	جَعَلِی
جعلې	جَعَلې
جعمې	جَعَمې
جعو	جَعو
جعون	جَعون
جعې	جَعې
جـ	جْـ
جـدل	جَـدَل
جـدي	جَـدي
جـدی	جَـدِی
جـرح	جَـرَح
جــ	جْــ
جــبـــــهـــــــه	جــبَـــــهـــــــه
جــدي	جَــدي
جــرس	جَــرَس
جــرمــن	جَــرمَــن
جــرګې	جَــرګې
جـــ	جْـــ
جـــدي	جَـــدي
جـــذبه	جـــذَبه
جـــرګـــې	جَـــرګْـــې
جـــرګــوکــــړې	جَـــرګْــوکــــړې
جــــ	جْــــ
جــــدی	جَــــدِی
جــــرګـې	جَــــرګْـې
جــــعل	جَــــعَل
جـــــ	جْـــــ
جـــــرس	جَـــــرَس
جــــــذبـــــه	جــــــذَبْـــــه
جــــــــ	جْــــــــ
جـــــــــ	جْـــــــــ
جـــــــــرمـــــــــنـــــی	جَـــــــــرمَـــــــــنِـــــی
جــــــــــبــــــــــــــــهـــــــــــه	جــــــــــبَــــــــــــــــهـــــــــــه
جـــــــــــ	جْـــــــــــ
جــــــــــــــرګو	جَــــــــــــــرګو
جـــــــــــــــبر	جَـــــــــــــــبَر
جـــــــــــــــرګي	جَـــــــــــــــرګي
جــــــــــــــــــــو	جْــــــــــــــــــــو
جــــــــــــــنت	جَــــــــــــــنَت
جفت	جفْت
جفتکو	جفْتکو
جفری	جفرِی
جلب	جلْب
جلبل	جلْبْل
جلبی	جلبِی
جلت	جلْت
جلد	جلْد
جلدله	جلْدْله
جلدکې	جلْدکې
جلس	جلْس
جلستون	جلْسْتُون
جلــــــــي	جلِــــــــي
جلم	جلْم
جلمود	جلمُود
جلند	جلْنْد
جلندر	جلْنْدْر
جلندرشه	جلْنْدْرْشه
جلوس	جلُوس
جلوسش	جلُوسْش
جلونه	جلُونه
جلوګیری	جلوګیرِی
جلوگيرى	جلوگيرِى
جلوگيری	جلوگيرِی
جلوگیری	جلوگیرِی
جليلی	جليلِی
جلی	جلِی
جلیلی	جلیلِی
جمة	جمَة
جمتو	جمتُو
جمجمې	جمْجْمې
جمجومی	جمجومِی
جمرة	جمرَة
جمردو	جمردُو
جمرود	جمرُود
جمروز	جمرُوز
جمروډ	جمرُوډ
جمس	جمْس
جمشېدسمون	جمشېدسَمُون
جمع	جمْع
جمعأ	جمعَأ
جمعت	جمعَت
جمعى	جمعِى
جمعی	جمعِی
جمل	جمْل
جملـه	جملْـه
جملى	جملِى
جمليه	جمْليه
جملګي	جمْلْګي
جملی	جملِی
جمند	جمْنْد
جمو	جَمو
جمود	جَمود
جمور	جَمور
جمورريس	جَمورريس
جموری	جَمورِی
جموریت	جَموریت
جموریتونو	جَموریتُونو
جموع	جَموع
جموعي	جَموعي
جموعی	جَموعِی
جمى	جَمِى
جمي	جَمي
جميت	جَميت
جمير	جَمير
جميز	جَميز
جميع	جَميع
جميعت	جَميعَت
جميعتى	جَميعَتِى
جميعتي	جَميعَتي
جميعتی	جَميعَتِی
جميعتۍګوندي	جَميعَتۍګُوندي
جميعيت	جَميعيت
جميل	جَميل
جميلې	جَميلې
جمپ	جَمْپ
جمپر	جَمپر
جمپرونه	جمْپرُونه
جمپونه	جمپُونه
جمکزی	جَمْکْزِی
جمیز	جَمیز
جمیزجونز	جَمیزجونْز
جمیع	جَمیع
جمیعت	جَمیعَت
جمیعتي	جَمیعَتي
جمیل	جَمیل
جمیلي	جَمیلي
جمیلې	جَمیلې
جمې	جَمې
جمېز	جَمېز
جمېل	جَمېل
جن	جَن
جنب	جنْب
جنبشو	جنْبشو
جنبشونه	جنْبشونه
جنبشونو	جنْبشونو
جنبشي	جنْبشي
جنبني	جنْبْني
جنبوری	جنبورِی
جنة	جنَة
جنتر	جنَتر
جنترۍ	جنَترۍ
جنتـــــــــــونو	جنَتْـــــــــــونو
جنتـــــــه	جنَتْـــــــه
جنتــــونوکې	جنَتْــــونوکې
جنته	جنَته
جنتو	جنَتو
جنتوبه	جنَتوبه
جنتوكې	جنَتوكې
جنتونه	جنَتونه
جنتونو	جنَتونو
جنتونوته	جنَتونوته
جنتونوپه	جنَتونوپه
جنتوکــــــړی	جنَتوکــــــړِی
جنتوکې	جنَتوکې
جنتي	جنَتي
جنتيکي	جنَتيکي
جنتګورې	جنَتګورې
جنتی	جنَتِی
جنتۍ	جنَتۍ
جنتې	جنَتې
جنج	جنْج
جند	جنْد
جندب	جنْدْب
جندقی	جنْدْقِی
جنر	جنْر
جنرتور	جنْرتور
جنریټرونه	جنریټَرُونه
جنریټرونو	جنریټَرُونو
جنس	جنْس
جنسى	جنسِى
جنسکن	جنْسْکن
جنسی	جنسِی
جنش	جنْش
جنشنونه	جنْشْنونه
جنـت	جنَـت
جنــــتونه	جنَــــتونه
جنــــــته	جنَــــــته
جنــــــــــــــــت	جنَــــــــــــــــت
جنـــــون	جنُـــــون
جنلیتر	جِنلیتر
جنو	جِنو
جنوب	جِنُوب
جنوبه	جنُوبه
جنوبى	جِنُوبِى
جنوبي	جِنُوبي
جنوبی	جِنُوبِی
جنوبې	جِنُوبې
جنوتونه	جنُوتونه
جنور	جِنُور
جنورى	جِنُورِى
جنوري	جِنُوري
جنوری	جِنُورِی
جنورۍ	جِنُورۍ
جنورې	جِنُورې
جنوزي	جِنُوزي
جنون	جِنُون
جنونبل	جِنُونبل
جنوننو	جِنُوننو
جنونه	جنُونه
جنونو	جِنُونو
جنوني	جِنُوني
جنونی	جِنُونِی
جنوکی	جِنُوکِی
جنوکۍ	جِنُوکۍ
جني	جِني
جنيدي	جِنيدي
جنيسي	جِنيسي
جنيفر	جِنيفر
جنين	جِنين
جنيټيک	جِنيټيک
جنيټکي	جِنيټکي
جنټل	جِنټل
جنکۍ	جنَکۍ
جنګ	جنْګ
جنګول	جنګَول
جنګيالی	جنْګيالَی
جنی	جَنِی
جنیت	جَنیت
جنیتیک	جَنیتیک
جنید	جَنید
جنیش	جَنیش
جنیف	جَنیف
جنین	جَنین
جنینو	جَنینو
جنینی	جَنینِی
جنې	جَنې
جنېتیک	جَنېتیک
جوبونو	جوبُونو
جوتولى	جوتولِى
جوتيدل	جوتيدَل
جوتیدو	جوتیدُو
جوتیږی	جوتیږِی
جوتېږى	جوتېږِى
جوتېږی	جوتېږِی
جوخت	جوخْت
جوختــــــــه	جوختْــــــــه
جودر	جودَر
جورت	جورْت
جورج	جورْج
جورد	جورْد
جورش	جورْش
جورف	جورْف
جورى	جورِى
جوريدو	جوريدُو
جوريه	جورَيه
جورچ	جورْچ
جورډن	جورډَن
جورړ	جورْړ
جورښت	جورْښْت
جورکړ	جورکَړ
جوریژی	جوریژِی
جوزجآني	جوزْجآني
جوزف	جوزْف
جوزى	جوزِى
جوزپ	جوزْپ
جوسر	جوسَر
جوسف	جوسَف
جوسن	جوسَن
جوشد	جوشَد
جوشن	جوشَن
جوشی	جوشِی
جوفريزر	جوفريزَر
جوفك	جوفَك
جولى	جولِى
جولی	جولِی
جومات	جُومات
جوند	جونْد
جونز	جونْز
جونزپه	جونْزْپه
جونس	جونْس
جونپړه	جونْپْړه
جونپړۍ	جونْپْړۍ
جونی	جونِی
جوهنموشن	جوهنْموشن
جووړنې	جووړْنې
جوپړ	جوپْړ
جوپی	جوپِی
جوډرتې	جوډَرتې
جوړبلكي	جوړْبْلكي
جوړتوکی	جوړتوکِی
جوړد	جوړْد
جوړدلته	جوړْدْلته
جوړدىپر	جوړْدىپر
جوړدی	جوړدِی
جوړسوؤ	جوړسُوؤ
جوړسوددی	جوړسوددِی
جوړسی	جوړسِی
جوړشت	جوړْشْت
جوړشيسپوږمۍ	جوړشيسپُوږمۍ
جوړشی	جوړشِی
جوړكري	جوړْكْري
جوړكړ	جوړْكْړ
جوړكړل	جوړْكْړْل
جوړكړه	جوړْكْړه
جوړكړو	جوړْكْړو
جوړكړى	جوړْكْړى
جوړكړي	جوړْكْړي
جوړكړيدى	جوړْكْړيدى
جوړكړيدي	جوړْكْړيدي
جوړكړيڅه	جوړْكْړيڅه
جوړكړی	جوړْكْړِی
جوړل	جوړْل
جوړلرې	جوړْلرې
جوړم	جوړْم
جوړنشو	جوړْنشو
جوړنشي	جوړْنشي
جوړنکو	جوړْنکو
جوړنکي	جوړْنکي
جوړنکی	جوړْنکِی
جوړنکې	جوړْنکې
جوړول	جوړَول
جوړولد	جوړولْد
جوړولوت	جوړولوتَ
جوړولونه	جوړولُونه
جوړولوګټه	جوړولوګَټه
جوړولى	جوړولِى
جوړولړ	جوړولْړ
جوړولکله	جوړولْکله
جوړولی	جوړولِی
جوړومحیلې	جوړومَحیلې
جوړونكو	جوړونُكو
جوړونكى	جوړونُكِى
جوړونكي	جوړونُكي
جوړونكې	جوړونُكې
جوړونى	جوړونِى
جوړونکو	جوړونُکو
جوړونکويي	جوړونُکويي
جوړونکى	جوړونُکِى
جوړونکي	جوړونُکي
جوړونکی	جوړونُکِی
جوړونکې	جوړونُکې
جوړونی	جوړونِی
جوړى	جوړِى
جوړيدل	جوړيدْل
جوړيدلى	جوړيدلِى
جوړيدلی	جوړيدلِی
جوړيدونكي	جوړيدونُكي
جوړيدونكې	جوړيدونُكې
جوړيدونکي	جوړيدونُکي
جوړيدونکی	جوړيدونُکِی
جوړيدونکې	جوړيدونُکې
جوړيدى	جوړيدِى
جوړيږى	جوړيږِى
جوړيږی	جوړيږِی
جوړيښت	جوړيښْت
جوړيې	جوړَيې
جوړښت	جوړْښْت
جوړښتن	جوړْښْتن
جوړښته	جوړْښْته
جوړښتو	جوړْښْتو
جوړښتون	جوړْښْتوْنْ
جوړښتونو	جوړْښْتونو
جوړښتونوته	جوړْښْتونوته
جوړښتونونه	جوړْښْتونونه
جوړښتونونو	جوړْښْتونونو
جوړښتي	جوړْښْتي
جوړښتيز	جوړْښْتيز
جوړښتی	جوړْښْتِی
جوړښټ	جوړْښْټ
جوړښکلی	جوړْښْکلِی
جوړښکلې	جوړْښْکلې
جوړکـړم	جوړْکـړم
جوړکـړی	جوړْکـړِی
جوړکړئجنون	جوړْکړئجَنُون
جوړکړل	جوړکړْل
جوړکړم	جوړکړْم
جوړکړه	جوړْکړه
جوړکړو	جوړْکړو
جوړکړوچې	جوړْکړوچې
جوړکړى	جوړْکړى
جوړکړي	جوړْکړي
جوړکړيدي	جوړْکړيدي
جوړکړيدې	جوړْکړيدې
جوړکړی	جوړْکړِی
جوړکړیده	جوړْکړیده
جوړکړیدی	جوړْکړیدِی
جوړکړیدې	جوړْکړیدې
جوړکړې	جوړْکړې
جوړکړېدې	جوړْکړېدې
جوړکی	جوړکِی
جوړی	جوړِی
جوړیدله	جوړیدَله
جوړیدلو	جوړیدَلو
جوړیدلی	جوړیدَلِی
جوړیدنه	جوړیدَنه
جوړیدنې	جوړیدَنې
جوړیدوسبب	جوړیدوسَبب
جوړیدوسره	جوړیدوسَره
جوړیدونکي	جوړیدونَکي
جوړیدونکی	جوړیدونَکِی
جوړیدونکې	جوړیدونَکې
جوړیدی	جوړیدِی
جوړیږی	جوړیږِی
جوړیکړي	جوړیکَړي
جوړېدله	جوړېدَله
جوړېدلو	جوړېدَلو
جوړېدلوڅخه	جوړېدَلوڅَخه
جوړېدلى	جوړېدَلى
جوړېدلې	جوړېدَلې
جوړېدنكي	جوړېدَنَكي
جوړېدنه	جوړېدَنه
جوړېدنې	جوړېدَنې
جوړېدوخبري	جوړېدوخَبَري
جوړېدوسره	جوړېدوسَره
جوړېدونكو	جوړېدونَكو
جوړېدونكى	جوړېدونَكى
جوړېدونكي	جوړېدونَكي
جوړېدونكې	جوړېدونَكې
جوړېدونکو	جوړېدونَکو
جوړېدونکى	جوړېدونَکى
جوړېدونکي	جوړېدونَکي
جوړېدونکی	جوړېدونَکِی
جوړېدونکې	جوړېدونَکې
جوړېپرښتو	جوړېپرْښْتو
جوړېږينظيف	جوړېږينَظيف
جوړېږی	جوړېږِی
جوښت	جوښْت
جوکړي	جوکَړي
جوګی	جوګِی
جى	جِى
جيبم	جيبْم
جيبی	جيبِی
جيدة	جيدَة
جيسن	جيسْن
جيشن	جيشَن
جيـــــــــبــــه	جيـــــــــبْــــه
جيكس	جيكْس
جيكسن	جيكسَن
جيلى	جيلِى
جيلګه	جيلَګه
جيمز	جيمْز
جيمزجونز	جيمْزْجونْز
جيمس	جيمْس
جيمى	جيمِى
جيمينز	جيمينْز
جينس	جينْس
جينی	جينِی
جيهلم	جيهلَم
جيورج	جيورْج
جيورجو	جيورْجو
جيولوجست	جِيولوجِسْت
جيولوجي	جِيولوجي
جيولوجيست	جِيولوجيسْت
جيولى	جِيولِى
جيکب	جيکَب
جيګرخون	جيګرَخُون
جيې	جِيې
جټ	جْټ
جټو	جْټو
جټي	جْټي
جټکه	جْټْکه
جټکې	جْټْکې
جټګی	جْټْګِی
جپ	جْپ
جپـــه	جْپْـــه
جپه	جْپه
جپو	جْپو
جپوت	جْپوت
جپوتي	جْپوتي
جپوړي	جْپوړي
جچملې	جْچْمْلې
جړ	جْړ
جړق	جْړْق
جړقونه	جْړْقونه
جړقېدو	جْړْقېدو
جړن	جْړْن
جړه	جْړه
جړو	جْړو
جړوبي	جْړوبي
جړوربل	جْړوربل
جړي	جْړي
جړی	جْړِی
جړۍ	جْړۍ
جړې	جْړې
جږګی	جِږګَی
جک	جْک
جکسن	جْکْسَن
جکسون	جْکْسون
جکه	جْکه
جکو	جْکو
جکپوړی	جْکْپوړِی
جکړونو	جکړُونو
جکړی	جکړِی
جګ	جِګ
جګتيا	جګْتيا
جګد	جګْد
جګدلک	جګْدلک
جګر	جګْر
جګرشو	جګْرْشو
جګرى	جګرِى
جګولى	جګولِى
جګيو	جګَيو
جګيږيوسوم	جګيږَيوسوم
جګپوړی	جګپوړِی
جګپوړیو	جګپوړَیو
جګړ	جګْړ
جګړم	جګْړْم
جګړني	جګْړْني
جګړنی	جګْړْنِی
جګړه	جګَړه
جګړول	جګړَول
جګړونه	جګړُونه
جګړوځپلې	جګړوځْپْلې
جګړوکی	جګړوکِی
جګړييزه	جګړَييزه
جګړييزو	جګړَييزو
جګړييزي	جګړَييزي
جګړييزې	جګړَييزې
جګړی	جګړِی
جګړیزخبرونه	جګړیزْخْبْرُونه
جګړیزی	جګړیزِی
جګړییز	جګړَییز
جګی	جګِی
جګیږی	جګیږِی
جګېدلی	جګېدلِی
جگدلک	جگْدلک
جگری	جگرِی
جگپوړی	جگپوړِی
جگړ	جگْړ
جگړم	جگْړْم
جگړن	جگْړْن
جگړوتر	جگړُوتر
جگړووروسته	جگړَووروسته
جگړوڅخه	جگړُوڅَخه
جگړوکي	جگړُوکي
جگړوکښې	جگړُوکَښې
جگړوکی	جگړُوکِی
جگړوکې	جگړُوکې
جگړى	جگړِى
جگړپه	جگْړپه
جگړی	جگړِی
جڼى	جڼِى
جڼيږی	جڼيږِی
جی	جِی
جیبی	جیبِی
جیحون	جیحُون
جیرمی	جیرمِی
جیروسلیم	جیرُوسلیم
جیری	جیرِی
جیزګر	جیزَګر
جیزگر	جیزَگر
جیسکون	جیسکُون
جیسی	جیسِی
جیفری	جیفرِی
جیمز	جیمْز
جیمزجونز	جیمْزْجونْز
جیمزکرومیتي	جیمْزْکْرومیتي
جیمس	جیمْس
جیمی	جیمِی
جینی	جینِی
جیکس	جیکْس
جیکی	جیکِی
جیگیدلو	جیگیدَلو
جېبت	جېبْت
جېبــونه	جېبْــونه
جېبوتي	جېبُوتي
جېحــون	جېحُــون
جېحی	جېحِی
جېكټ	جېكْټ
جېمز	جېمْز
جېمی	جېمِی
جېکب	جېکْب
جېکټ	جېکْټ
حآلت	حآلْت
حآمد	حآمْد
حآمدکرزی	حآمْدْکرزِی
حأل	حَأل
حبة	حبَة
حبته	حبَته
حبرة	حبرَة
حبری	حبرِی
حبس	حبْس
حبش	حبْش
حبشى	حبشِى
حبــــش	حبْــــش
حبـــيبي	حبِـــيبي
حبل	حبْل
حبيبة	حبيبَة
حبيبزى	حبيبَزى
حبيبزي	حبيبَزي
حبيبزی	حبيبَزِی
حبيبـــــــــــــي	حبيبِـــــــــــــي
حبيبى	حبيبِى
حبيبيه	حبيبَيه
حبيبيي	حبيبَيي
حبيبيې	حبيبَيې
حبيبی	حبيبِی
حبی	حبِی
حبیبزي	حبیبَزي
حبیبزی	حبیبَزِی
حبیبی	حبیبِی
حبیبیه	حبیبَیه
حبیبیې	حبیبَیې
حترم	حترْم
حتمآ	حتَمآ
حتمأ	حتَمأ
حتمن	حتَمن
حتمى	حتَمى
حتمي	حتَمي
حتميدل	حتَميدل
حتمٱ	حتَمٱ
حتمی	حتَمِی
حتمې	حتَمې
حتى	حتِى
حتی	حتِی
حثيت	حثَيت
حجة	حجَة
حجررحمه	حجَرَرحمه
حجره	حجَره
حجرو	حجَرو
حجرودودې	حجَرودودې
حجروڅخه	حجروڅَخه
حجروډیرښت	حجروډیرْښْت
حجرګۍ	حجْرګۍ
حجری	حجرِی
حجش	حجْش
حجم	حجْم
حدة	حدَة
حدت	حدْت
حدث	حدْث
حدثتني	حدثِتني
حدثني	حدثِني
حدثک	حدْثْک
حدد	حدْد
حدس	حدْس
حدف	حدْف
حدوث	حدُوث
حدود	حدُود
حدودو	حدُودو
حدودود	حدُودود
حدودوكي	حدُودوكي
حدودوكې	حدُودوكې
حدودونه	حدُودونه
حدودوپه	حدُودوپه
حدودوکی	حدُودوکِی
حدودوکې	حدُودوکې
حدودپه	حدُودپه
حدودچي	حدُودچي
حدودکې	حدُودکې
حدی	حدِی
حرب	حرْب
حربن	حرْبْن
حربى	حربِى
حربی	حربِی
حرت	حرْت
حرج	حرْج
حرس	حرْس
حرص	حرْص
حرض	حرْض
حرف	حرْف
حرفی	حرفِی
حركت	حرْكْت
حركته	حرْكْته
حركتونه	حرْكْتونه
حركتونو	حرْكْتونو
حرم	حرْم
حرمة	حرمَة
حرمت	حرْمْت
حرمته	حرْمْته
حرمتونو	حرْمْتونو
حسلبه	حسْلبه
حسنى	حسنِى
حسنی	حسنِی
حسوس	حسُوس
حسولى	حسولِى
حسينى	حسينِى
حسينی	حسينِی
حسی	حسِی
حسینی	حسینِی
حشت	حشْت
حشر	حشْر
حشرتې	حشْرْتې
حشرنشر	حشْرْنشْر
حشم	حشْم
حشمته	حشْمته
حصر	حصْر
حصرت	حصْرْت
حصكفى	حصْكفِى
حصن	حصْن
حصی	حصِی
حضتونه	حضتُونه
حضر	حضْر
حضرب	حضْرْب
حضرت	حضْرْت
حضرته	حضْرْته
حضرتي	حضْرْتي
حضرتې	حضْرْتې
حضرف	حضْرْف
حضرموت	حضْرْموت
حضرن	حضْرْن
حضورب	حضورْب
حضورترسره	حضورترْسْره
حضورسره	حضورْسْره
حضورلری	حضورْلْرِی
حضورمشوری	حضورْمشورِی
حضوريې	حضورَيې
حضورڅخه	حضورْڅخه
حضورښودنه	حضورښودَنه
حضورکی	حضورکِی
حضوری	حضورِی
حطر	حطْر
حطى	حطِى
حـ	حْـ
حـرکت	حـرکَت
حـضــور	حـضُــور
حــ	حْــ
حــبيبي	حَــبيبي
حــبیب	حَــبیب
حــرفــونــه	حــرفُــونْــه
حـــرکـــت	حـــرکَـــت
حـــرکــــت	حـــرکَــــت
حـــــضرت	حـــــضرَت
حـــــــد	حَـــــــد
حــــــــرکـــــــت	حــــــــرکَـــــــت
حـــــــــــــدونو	حَـــــــــــــدُونو
حــــــــــــــــــــــــــريفــي	حــــــــــــــــــــــــــريفِــي
حـــــــــــوصلې	حـــــــــــوصَلې
حـــــــــوصلو	حـــــــــوصَلو
حـــــورې	حُـــــورې
حـــوض	حـــوضْ
حــوره	حُــوره
حــکم	حــکْم
حــکومت	حــکُومَت
حـقـوقي	حـقُـوقي
حـوصـــــول	حـوصُـــــول
حفص	حفْص
حفظ	حفْظ
حفيرة	حفيرَة
حفیظد	حفیظْد
حقبين	حقَبين
حقبین	حقَبین
حقد	حقْد
حقدوست	حقدوسْت
حقر	حقْر
حقــــــــــــیقت	حقِــــــــــــیقَت
حقـــــــــوقو	حقُـــــــــوقو
حقـوقي	حقُـوقي
حقـیـ	حقِـیـ
حقـیـقت	حقِـیـقَت
حقـیقـت	حقِـیقَـت
حقق	حقْق
حققت	حققَت
حققوقو	حققُوقو
حقملد	حقملْد
حقمله	حقْمله
حقو	حَقو
حقي	حَقي
حقيت	حَقيت
حقير	حَقير
حقيرو	حَقيرو
حقيـقت	حَقيـقت
حقيفت	حَقيفْت
حقيق	حَقيق
حقيقة	حَقيقَة
حقيقت	حَقيقت
حقيقتآ	حقيقَتآ
حقيقته	حقيقَته
حقيقتو	حقيقَتو
حقيقتونه	حقيقَتونه
حقيقتونو	حقيقَتونو
حقيقوتو	حَقيقوتو
حقيقى	حَقيقِى
حقيقي	حَقيقي
حقيقيت	حَقيقيت
حقيقی	حَقيقِی
حقپرست	حَقْپرسْت
حقی	حَقِی
حقیت	حَقیت
حقیتونو	حَقیتونو
حقیر	حَقیر
حقیرو	حَقیرو
حقیـــــقت	حَقیـــــقت
حقیفت	حَقیفْت
حقیق	حَقیق
حقیقت	حَقیقت
حقیقتآ	حقیقَتآ
حقیقته	حقیقَته
حقیقتونه	حقیقَتونه
حقیقتونو	حقیقَتونو
حقیقي	حَقیقي
حقیقی	حَقیقِی
حقیقیت	حَقیقیت
حقیقې	حَقیقې
حقې	حَقې
حقېقت	حَقېقت
حقېقي	حَقېقي
حقېقې	حَقېقې
حكم	حكْم
حكمة	حكمَة
حكمته	حكْمته
حكمتو	حكْمتو
حكمتونه	حكْمتونه
حكمونه	حكمُونه
حكمونو	حكمُونو
حكمونوس	حكمُونوس
حكمونوڅخه	حكمُونوڅَخه
حكميت	حكمَيت
حكومتد	حكومتْد
حكومته	حكومَته
حكومتو	حكومَتو
حكومتونه	حكومَتُونه
حكومتونو	حكومَتُونو
حكومتونوکې	حكومَتُونوکې
حكومتوپورې	حكومَتوپورې
حكومتى	حكومَتى
حكومتي	حكومَتي
حكومتپرته	حكومتْپْرته
حكوميت	حكومَيت
حلبى	حلبِى
حلبچه	حلْبْچه
حلت	حلْت
حلزون	حلزُون
حلف	حلْف
حلفى	حلفِى
حلق	حلْق
حلقوم	حلقُوم
حلقونو	حلقُونو
حلقى	حلقِى
حلقی	حلقِی
حلم	حلْم
حلولى	حلولِى
حلولی	حلولِی
حليه	حلِيه
حليږى	حليږِى
حلی	حلِی
حلیـږی	حلیـږِی
حلیمی	حلیمِی
حلیه	حلِیه
حلیږی	حلیږِی
حمبلي	حَمبَلي
حمة	حَمَة
حمت	حَمْت
حمد	حَمْد
حمدآصف	حمْدآصف
حمدصلی	حَمْدْصَلِی
حمدمعين	حَمْدْمَعين
حمدولي	حمْدوْلي
حمدى	حَمدِى
حمدي	حَمدي
حمدی	حَمدِی
حمدیه	حمدَیه
حمز	حَمْز
حمزة	حَمزَة
حمزہ	حَمزَہ
حمص	حَمْص
حمض	حَمْض
حمـــــــــــیدي	حَمِـــــــــــیدي
حمــــــــلو	حَمــــــــلُو
حمـــــید	حَمِـــــید
حمــــلــــو	حَمــــلُــــو
حمقل	حَمقَل
حمل	حَمْل
حملـه	حملْـه
حملو	حَملُو
حملود	حَملُود
حملوسره	حملُوسره
حملوپه	حملُوپه
حملوڅخه	حملُوڅَخه
حملوکي	حَملُوکي
حملى	حَملِى
حملي	حَملي
حملکو	حَمْلْکُو
حملی	حَملِی
حملې	حَملې
حمن	حَمْن
حمو	حَمُو
حمود	حَمُود
حمي	حَمي
حميد	حَميد
حميدزو	حَميدزُو
حميدزي	حَميدزي
حميدوردګ	حميدوْردګ
حميدى	حَميدِى
حميدي	حَميدي
حميدګل	حَميدګَل
حميدی	حَميدِی
حميدې	حَميدې
حميعت	حَميعَت
حميمي	حَميمي
حميږي	حَميږي
حمید	حَمید
حمیدوردګ	حمیدوْردګ
حمیدي	حَمیدي
حمیدګل	حَمیدګَل
حمیدی	حَمیدِی
حمیدیه	حمیدَیه
حمیدې	حَمیدې
حمیم	حَمیم
حن	حَن
حنبل	حَنبَل
حنبلى	حَنبَلِى
حنبلي	حَنبَلي
حنت	حَنْت
حنظله	حنْظله
حنظلچې	حَنظَلچې
حنف	حَنْف
حنفى	حَنفِى
حنفي	حَنفي
حنفيت	حنفَيت
حنفيه	حنفَيه
حنفی	حَنفِی
حنيف	حَنيف
حنيفة	حَنيفَة
حنيفې	حَنيفې
حنين	حَنين
حنیف	حَنیف
حنیفي	حَنیفي
حنېف	حَنېف
حو	حُو
حوت	حُوت
حوره	حُوره
حورو	حُورو
حوري	حُوري
حوری	حُورِی
حورې	حُورې
حوز	حُوز
حوزه	حُوزه
حوزو	حُوزو
حوزوته	حُوزوته
حوزود	حُوزود
حوزوکي	حُوزُوکي
حوزوکې	حُوزُوکې
حوزى	حُوزِى
حوزي	حُوزي
حوزۀ	حُوزۀ
حوزی	حُوزِی
حوزې	حُوزې
حوس	حُوس
حوسله	حُوسله
حوسلي	حُوسلي
حوسلې	حُوسلې
حوسونو	حُوسونُو
حوسيلوژبه	حُوسيلُوژبه
حوشب	حُوشْب
حوص	حُوص
حوصله	حُوصله
حوصلو	حُوصلو
حوصلى	حُوصلِى
حوصلي	حُوصلي
حوصلی	حُوصلِی
حوصلې	حُوصلې
حوصيله	حُوصيله
حوصېله	حُوصېله
حوقي	حُوقي
حول	حُول
حولك	حُولَك
حوله	حُوله
حولي	حُولي
حولک	حُولَک
حولۍ	حُولۍ
حوم	حُوم
حومل	حُومَل
حومې	حُومې
حويطب	حَويطب
حويلى	حَويلى
حويلي	حَويلي
حويلۍ	حَويلۍ
حويلې	حَويلې
