آئي	aːiː
ڀڪئو	bʰᵊkʊoː
ڀڪو	bʰᵊkuː
ڀگو	bʰʊɡoː
ڀڻڀڻ	bʰɪɳbʰɪɳɪ
ڀڻڪڻ	bʰɪɳkᵊɳʊ
ڀڻڻ	bʰʊɳᵊɳʊ
چؤدرو	t͡ʃɔːd̪ᵊɾoː
چؤنر	t͡ʃɔːnɾʊ
چؤنڻ	t͡ʃᵊuːɳɳɪ
چؤنڻائي	t͡ʃᵊuːɳɳaːiː
چؤنڻائڻ	t͡ʃᵊuːɳɳaːɪɳʊ
چؤڙ	t͡ʃᵊʊɽʊ
چؤکنڊي	t͡ʃɔːkʰᵊɳɖiː
چئاڪو	t͡ʃʊaːkoː
چئي	t͡ʃʊiː
چئڻ	t͡ʃʊəɳʊ
چائت	t͡ʃaːʊt̪ɪ
چائٽ	t͡ʃɪʊʈᵊ
چائٿو	t͡ʃaːʊt̪ʰoː
چابڪ	t͡ʃaːbʊkʊ
چادر	t͡ʃaːd̪ᵊɾᵊ
چار	t͡ʃaːɾᵊ
چارالڻ	t͡ʃaːɾaːlᵊɳʊ
چاراپو	t͡ʃaːɾaːpoː
چاراڻي	t͡ʃaːɾaːɳiː
چارو	t͡ʃaːɾoː
چاري	t͡ʃaːɾiː
چارپ	t͡ʃaːɾᵊpᵊ
چارڻ	t͡ʃaːɾᵊɳʊ
چاش	t͡ʃaːʃɪ
چاشني	t͡ʃaːʃniː
چال	t͡ʃaːlɪ
چالاڪ	t͡ʃaːlaːkʊ
چالاڪي	t͡ʃaːlaːkiː
چالو	t͡ʃaːloː
چالي	t͡ʃaːliː
چاليهه	t͡ʃaːliːhᵊ
چاليهو	t͡ʃaːliːhoː
چاميلو	t͡ʃaːmeːloː
چاند	t͡ʃaːnd̪ʊ
چاندني	t͡ʃaːnd̪ɪniː
چاندي	t͡ʃaːnd̪iː
چاندڻي	t͡ʃaːnd̪ɪɳiː
چانيهو	t͡ʃaːniːhoː
چانڊ	t͡ʃaːɳɖʊ
چانڊوڪو	t͡ʃaːɳɖoːkoː
چانڊوڪي	t͡ʃaːɳɖoːkiː
چانڪو	t͡ʃaːŋkoː
چاهه	t͡ʃaːhᵊ
چاهڻ	t͡ʃaːhᵊɳʊ
چاوت	t͡ʃaːʋᵊt̪ɪ
چاوتجڻ	t͡ʃaːʋᵊt̪ɪd͡ʒᵊɳʊ
چاوتي	t͡ʃaːʋᵊt̪iː
چاٽ	t͡ʃaːʈᵊ
چاٽي	t͡ʃaːʈiː
چاپ	t͡ʃaːpᵊ
چاپاهه	t͡ʃaːpaːhɪ
چاپهه	t͡ʃaːpᵊhɪ
چاپوڙو	t͡ʃaːpoːɽoː
چاپڻ	t͡ʃaːpᵊɳʊ
چاچلائي	t͡ʃaːt͡ʃʊlaːiː
چاچلو	t͡ʃaːt͡ʃʊloː
چاچو	t͡ʃaːt͡ʃoː
چاچي	t͡ʃaːt͡ʃiː
چاڙهاڻي	t͡ʃaːɽhaːɳiː
چاڙهه	t͡ʃaːɽhʊ
چاڙهو	t͡ʃaːɽhuː
چاڙهي	t͡ʃaːɽhiː
چاڙهيڪو	t͡ʃaːɽhiːkoː
چاڙهڻ	t͡ʃaːɽhᵊɳʊ
چاکڙي	t͡ʃaːkʰɪɽiː
چاڪ	t͡ʃaːkʊ
چاڪاساڻ	t͡ʃaːkaːsaːɳʊ
چاڪر	t͡ʃaːkᵊɾʊ
چاڪري	t͡ʃaːkɪɾiː
چاڻو	t͡ʃaːɳoː
چاڻڪ	t͡ʃaːɳᵊkᵊ
چبوتڙو	t͡ʃᵊbuːt̪ɪɽoː
چت	t͡ʃɪt̪ʊ
چتار	t͡ʃɪt̪aːɾᵊ
چتر	t͡ʃᵊt̪ʊɾʊ
چترائي	t͡ʃᵊt̪ʊɾaːiː
چترائڻ	t͡ʃᵊt̪ɪɾaːɪɳʊ
چتراڻو	t͡ʃᵊt̪ʊɾaːɳoː
چترڪ	t͡ʃɪt̪ɾᵊkʊ
چتو	t͡ʃʊt̪uː
چتي	t͡ʃᵊt̪iː
چتڙ	t͡ʃʊt̪ᵊɽʊ
چر	t͡ʃᵊɾᵊ
چراخ	t͡ʃᵊɾaːxʊ
چراخدان	t͡ʃᵊɾaːxd̪aːnʊ
چراغ	t͡ʃᵊɾaːɣʊ
چراڻي	t͡ʃᵊɾaːɳiː
چرخ	t͡ʃᵊɾxʊ
چرخائي	t͡ʃᵊɾxaːiː
چرخو	t͡ʃᵊɾxoː
چرخي	t͡ʃᵊɾxiː
چرس	t͡ʃᵊɾsʊ
چرن	t͡ʃᵊɾᵊnʊ
چرنو	t͡ʃᵊɾnoː
چرهو	t͡ʃᵊɾᵊhoː
چرو	t͡ʃᵊɾuː
چرونجي	t͡ʃɪɾɔːɲd͡ʒiː
چري	t͡ʃᵊɾiː
چرچ	t͡ʃʊɾt͡ʃᵊ
چرچائي	t͡ʃᵊɾt͡ʃaːiː
چرچو	t͡ʃᵊɾt͡ʃoː
چرڪ	t͡ʃɪɾkʊ
چرڪو	t͡ʃɪɾkoː
چرگ	t͡ʃᵊɾᵊɡʊ
چرگند	t͡ʃᵊɾɡᵊnd̪ʊ
چرگيلو	t͡ʃᵊɾɡeːloː
چرڻ	t͡ʃᵊɾᵊɳʊ
چرڻي	t͡ʃᵊɾɳiː
چس	t͡ʃᵊsᵊ
چسائتو	t͡ʃᵊsaːɪt̪oː
چسائڻ	t͡ʃᵊsaːɪɳʊ
چست	t͡ʃɪst̪ᵊ
چسمو	t͡ʃᵊsmoː
چسڪائڻ	t͡ʃᵊskaːɪɳʊ
چسڪو	t͡ʃᵊskoː
چسڪڻ	t͡ʃᵊskᵊɳʊ
چشم	t͡ʃᵊʃmᵊ
چشمبندي	t͡ʃɪʃmᵊbᵊnd̪iː
چشي	t͡ʃᵊʃiː
چغل	t͡ʃʊɣɪlʊ
چل	t͡ʃᵊlɪ
چلاڪو	t͡ʃᵊlaːkoː
چلاڻو	t͡ʃᵊlaːɳoː
چلت	t͡ʃᵊlᵊt̪ɪ
چلتو	t͡ʃᵊlt̪oː
چلغوزو	t͡ʃɪlɣoːzoː
چلم	t͡ʃɪlɪmᵊ
چلمچي	t͡ʃɪlmɪt͡ʃiː
چلمڙدو	t͡ʃɪlmᵊɽd̪oː
چلهه	t͡ʃʊlhɪ
چلهو	t͡ʃᵊlhoː
چلهڻ	t͡ʃɪlhᵊɳʊ
چلو	t͡ʃɪloː
چلي	t͡ʃɪliː
چلٽ	t͡ʃᵊlᵊʈʊ
چلڪو	t͡ʃɪlkoː
چلڪڻ	t͡ʃɪlkᵊɳʊ
چلڪڻو	t͡ʃɪlkɪɳoː
چلڻ	t͡ʃᵊlᵊɳʊ
چم	t͡ʃᵊmʊ
چمار	t͡ʃᵊmaːɾʊ
چماٽ	t͡ʃᵊmaːʈᵊ
چماچاٽي	t͡ʃʊmaːt͡ʃaːʈiː
چمر	t͡ʃɪmɪɾɪ
چمن	t͡ʃᵊmᵊnʊ
چمنو	t͡ʃɪmɪnoː
چمهري	t͡ʃᵊmʊhɪɾiː
چموٽو	t͡ʃᵊmoːʈoː
چموٽي	t͡ʃᵊmoːʈiː
چمي	t͡ʃᵊmiː
چمٽو	t͡ʃɪmʈoː
چمچم	t͡ʃʊmt͡ʃʊmɪ
چمچو	t͡ʃᵊmt͡ʃoː
چمڙو	t͡ʃᵊmɪɽoː
چمڙي	t͡ʃᵊmɪɽiː
چمڪ	t͡ʃᵊmᵊkᵊ
چمڪاٽ	t͡ʃɪmkaːʈʊ
چمڪو	t͡ʃɪmkoː
چمڪي	t͡ʃᵊmkiː
چمڪڻ	t͡ʃɪmkᵊɳʊ
چمڪڻو	t͡ʃɪmkɪɳoː
چمڻ	t͡ʃʊmᵊɳʊ
چمڻي	t͡ʃɪmɪɳiː
چن	t͡ʃʊnʊ
چنبر	t͡ʃᵊmbɪɾʊ
چنبل	t͡ʃᵊmbʊlʊ
چنبو	t͡ʃᵊmboː
چنبي	t͡ʃᵊmbiː
چنبيل	t͡ʃᵊmbeːlɪ
چنبيلي	t͡ʃᵊmbeːliː
چنبڙ	t͡ʃᵊmbʊɽʊ
چنبڙڪاٺي	t͡ʃᵊmbᵊɽkaːʈʰiː
چنبڙڻ	t͡ʃᵊmbʊɽᵊɳʊ
چنتا	t͡ʃɪnt̪aː
چنج	t͡ʃʊɲd͡ʒᵊ
چنجور	t͡ʃᵊɲd͡ʒuːɾʊ
چنجوٽي	t͡ʃɪɲd͡ʒoːʈiː
چند	t͡ʃɪnd̪ʊ
چندرس	t͡ʃᵊnd̪ɾᵊsʊ
چندن	t͡ʃᵊnd̪ᵊnʊ
چندو	t͡ʃᵊnd̪oː
چنري	t͡ʃᵊnᵊɾɪ
چنهه	t͡ʃɪnhʊ
چنو	t͡ʃʊnoː
چني	t͡ʃʊniː
چنچل	t͡ʃᵊɲt͡ʃᵊlʊ
چنڊ	t͡ʃᵊɳɖʊ
چنڊال	t͡ʃᵊɳɖaːlʊ
چنڊاڻو	t͡ʃᵊɳɖaːɳoː
چنڊو	t͡ʃᵊɳɖoː
چنڊول	t͡ʃᵊɳɖuːlʊ
چنڊوڻو	t͡ʃᵊɳɖuːɳoː
چنگ	t͡ʃᵊŋɡʊ
چنگار	t͡ʃᵊŋɡaːɾʊ
چنگالي	t͡ʃᵊŋɡaːliː
چنگل	t͡ʃᵊŋɡʊlʊ
چنگھچانگھه	t͡ʃɪŋɡʰt͡ʃɪŋɡʰɪ
چنگھڻ	t͡ʃɪŋɡʰᵊɳʊ
چهبچو	t͡ʃᵊhᵊbɪt͡ʃoː
چهبڪ	t͡ʃᵊhᵊbʊkʊ
چهرائي	t͡ʃᵊhᵊɾaːiː
چهرو	t͡ʃᵊhᵊɾoː
چهنب	t͡ʃʊhʊmbᵊ
چهو	t͡ʃᵊhoː
چهٽڻ	t͡ʃᵊhʊʈᵊɳʊ
چهچٽو	t͡ʃᵊhᵊt͡ʃɪʈoː
چهڙ	t͡ʃᵊhᵊɽᵊ
چهڙائتو	t͡ʃᵊhᵊɽaːɪt̪oː
چهڪ	t͡ʃɪhɪkʊ
چهڻ	t͡ʃʊhᵊɳʊ
چوئو	t͡ʃuːoː
چوئي	t͡ʃoːiː
چوئيتاليهه	t͡ʃoːeːt̪aːliːhᵊ
چوب	t͡ʃoːbᵊ
چوبارو	t͡ʃɔːbaːɾoː
چوباز	t͡ʃɔːbaːzɪ
چوبان	t͡ʃoːbaːnʊ
چوبدار	t͡ʃoːbd̪aːɾʊ
چوت	t͡ʃuːt̪ɪ
چوتارو	t͡ʃɔːt̪aːɾoː
چوتالو	t͡ʃɔːt̪aːloː
چوتل	t͡ʃuːt̪ɪlɪ
چوتو	t͡ʃoːt̪oː
چوج	t͡ʃuːd͡ʒʊ
چور	t͡ʃuːɾʊ
چورائو	t͡ʃoːɾaːuː
چورائڻ	t͡ʃoːɾaːɪɳʊ
چوراس	t͡ʃɔːɾaːsɪ
چوراسي	t͡ʃoːɾaːsiː
چورالو	t͡ʃoːɾaːloː
چوراڪاري	t͡ʃoːɾaːkaːɾiː
چوراڻو	t͡ʃoːɾaːɳoː
چورسو	t͡ʃoːɾɪsoː
چورلڙ	t͡ʃoːɾlᵊɽʊ
چورمو	t͡ʃuːɾmoː
چورو	t͡ʃuːɾoː
چوروتر	t͡ʃoːɾoːt̪ᵊɾʊ
چوروترو	t͡ʃoːɾoːt̪ɪɾoː
چوري	t͡ʃuːɾiː
چورڪو	t͡ʃoːɾɪkoː
چورڻ	t͡ʃuːɾᵊɳʊ
چوزو	t͡ʃuːzoː
چوسار	t͡ʃɔːsaːɾɪ
چوسال	t͡ʃɔːsaːlʊ
چوسو	t͡ʃɔːsoː
چولو	t͡ʃoːloː
چولي	t͡ʃoːliː
چومهري	t͡ʃɔːmʊhɪɾiː
چونالو	t͡ʃuːnaːloː
چونجھو	t͡ʃuːɲd͡ʒʰoː
چونري	t͡ʃɔːnɾiː
چوني	t͡ʃuːniː
چونڊ	t͡ʃuːɳɖᵊ
چونڊارڻ	t͡ʃuːɳɖaːɾᵊɳʊ
چونڊڻ	t͡ʃuːɳɖᵊɳʊ
چونڙ	t͡ʃɔːɳɽᵊ
چونڪ	t͡ʃɔːŋkʊ
چونڪو	t͡ʃɔːŋkoː
چونڪي	t͡ʃɔːŋkiː
چونڪيدار	t͡ʃɔːŋkiːd̪aːɾʊ
چونگ	t͡ʃuːŋɡᵊ
چونگي	t͡ʃuːŋɡiː
چونگڻ	t͡ʃuːŋɡᵊɳʊ
چوهتر	t͡ʃoːhᵊt̪ᵊɾɪ
چوهو	t͡ʃuːhoː
چوهٺ	t͡ʃoːhᵊʈʰɪ
چووائو	t͡ʃɔːʋaːoː
چوواٽو	t͡ʃɔːʋaːʈoː
چوونجاهه	t͡ʃoːʋᵊɲd͡ʒaːhᵊ
چووٽ	t͡ʃɔːʋᵊʈɪ
چوياري	t͡ʃɔːjaːɾiː
چوٺ	t͡ʃuːʈʰʊ
چوٺائي	t͡ʃuːʈʰaːiː
چوٺاڻو	t͡ʃuːʈʰaːɳoː
چوٽ	t͡ʃoːʈᵊ
چوٽو	t͡ʃoːʈoː
چوٽي	t͡ʃoːʈiː
چوٽير	t͡ʃoːʈiːɾʊ
چوٽيهه	t͡ʃoːʈiːhᵊ
چوپائي	t͡ʃɔːpaːiː
چوپو	t͡ʃuːpoː
چوپيرو	t͡ʃɔːpeːɾoː
چوپڙ	t͡ʃɔːpᵊɽɪ
چوپڻ	t͡ʃuːpᵊɳʊ
چوپڻي	t͡ʃuːpɪɳiː
چوٿ	t͡ʃuːt̪ʰᵊ
چوٿائي	t͡ʃoːt̪ʰaːiː
چوٿو	t͡ʃoːt̪ʰoː
چوٿڙ	t͡ʃoːt̪ʰᵊɽʊ
چوٿڻ	t͡ʃuːt̪ʰᵊɳʊ
چوچي	t͡ʃuːt͡ʃiː
چوڌاري	t͡ʃɔːd̪ʰaːɾiː
چوڌري	t͡ʃɔːd̪ʰɪɾiː
چوڙ	t͡ʃuːɽᵊ
چوڙائو	t͡ʃoːɽaːuː
چوڙنگ	t͡ʃɔːɽᵊŋɡʊ
چوڙو	t͡ʃuːɽoː
چوڙي	t͡ʃuːɽiː
چوڙيگر	t͡ʃuːɽiːɡᵊɾʊ
چوڙڻ	t͡ʃoːɽᵊɳʊ
چوڦير	t͡ʃɔːpʰeːɾɪ
چوک	t͡ʃoːkʰᵊ
چوکو	t͡ʃoːkʰoː
چوکڻ	t͡ʃoːkʰᵊɳʊ
چوڪ	t͡ʃoːkᵊ
چوڪر	t͡ʃoːkɪɾʊ
چوڪو	t͡ʃuːkoː
چوڪڙو	t͡ʃoːkɪɽoː
چوڪڻ	t͡ʃoːkᵊɳʊ
چوگان	t͡ʃɔːɡaːnʊ
چوگرد	t͡ʃɔːɡɪɾd̪ɪ
چوڻ	t͡ʃuːɳʊ
چوڻو	t͡ʃuːɳoː
چي	t͡ʃeː
چيئٽ	t͡ʃiːʊʈᵊ
چيت	t͡ʃiːt̪ᵊ
چيتائتو	t͡ʃeːt̪aːɪt̪oː
چيتارڻ	t͡ʃeːt̪aːɾᵊɳʊ
چيتو	t͡ʃiːt̪oː
چيتڻ	t͡ʃeːt̪ᵊɳʊ
چيدي	t͡ʃiːd̪iː
چير	t͡ʃiːɾʊ
چيراڻي	t͡ʃiːɾaːɳiː
چيرو	t͡ʃiːɾoː
چيرولي	t͡ʃiːɾoːliː
چيرڻ	t͡ʃiːɾᵊɳʊ
چيز	t͡ʃiːzʊ
چيل	t͡ʃiːlᵊ
چيلاٽو	t͡ʃeːlaːʈoː
چيلهه	t͡ʃeːlhɪ
چيلهڪي	t͡ʃeːlhɪkiː
چيلو	t͡ʃiːloː
چيلٽ	t͡ʃeːlᵊʈʊ
چين	t͡ʃɛːnʊ
چينجھڙو	t͡ʃiːɲd͡ʒʰɪɽoː
چينو	t͡ʃiːnoː
چيني	t͡ʃiːniː
چينچل	t͡ʃɛːɲt͡ʃᵊlʊ
چيهه	t͡ʃiːhᵊ
چيهو	t͡ʃiːhoː
چيوٽ	t͡ʃiːʋᵊʈᵊ
چيٺ	t͡ʃeːʈʰᵊ
چيٽ	t͡ʃeːʈʊ
چيٽئو	t͡ʃoːʈɪoː
چيٽارو	t͡ʃeːʈaːɾoː
چيٽي	t͡ʃiːʈiː
چيپپٽي	t͡ʃiːpᵊpᵊʈiː
چيٿاڙڻ	t͡ʃiːt̪ʰaːɽᵊɳʊ
چيٿڙو	t͡ʃiːt̪ʰᵊɽoː
چيڀاٽ	t͡ʃiːbʰaːʈᵊ
چيڀاٽڻ	t͡ʃiːbʰaːʈᵊɳʊ
چيچ	t͡ʃiːt͡ʃᵊ
چيچڙو	t͡ʃiːt͡ʃɪɽoː
چيڙ	t͡ʃeːɽᵊ
چيڙاڪ	t͡ʃeːɽaːkʊ
چيڪاٽ	t͡ʃiːkaːʈʊ
چيڪلو	t͡ʃiːkɪloː
چيڪو	t͡ʃiːkoː
چيڪڻ	t͡ʃiːkᵊɳʊ
چيڻو	t͡ʃiːɳoː
چيڻوٺي	t͡ʃiːɳoːʈʰiː
چٺ	t͡ʃᵊʈʰɪ
چٺو	t͡ʃɪʈʰoː
چٺي	t͡ʃɪʈʰiː
چٽ	t͡ʃᵊʈᵊ
چٽئو	t͡ʃᵊʈʊoː
چٽا	t͡ʃɪʈaː
چٽائي	t͡ʃᵊʈaːiː
چٽر	t͡ʃᵊʈɪɾʊ
چٽسالي	t͡ʃɪʈɪsaːliː
چٽو	t͡ʃᵊʈoː
چٽوڙ	t͡ʃɪʈoːɽʊ
چٽي	t͡ʃᵊʈiː
چٽيڀيٽي	t͡ʃᵊʈᵊbʰeːʈiː
چٽپٽ	t͡ʃᵊʈpᵊʈɪ
چٽڙو	t͡ʃɪʈɪɽoː
چٽڪ	t͡ʃɪʈᵊkʊ
چٽڪارو	t͡ʃᵊʈkaːɾoː
چٽڪاري	t͡ʃɪʈɪkaːɾiː
چٽڪمرو	t͡ʃɪʈᵊkᵊmɪɾoː
چٽڪو	t͡ʃʊʈᵊkoː
چٽڪي	t͡ʃʊʈkiː
چٽڻ	t͡ʃᵊʈᵊɳʊ
چٽڻي	t͡ʃᵊʈɪɳiː
چپ	t͡ʃᵊpʊ
چپاٽ	t͡ʃᵊpaːʈᵊ
چپاڪلي	t͡ʃᵊpaːkᵊliː
چپر	t͡ʃᵊpᵊɾᵊ
چپرباڦ	t͡ʃᵊpᵊɾbaːpʰʊ
چپرباڦي	t͡ʃᵊpᵊɾbaːpʰiː
چپرو	t͡ʃɪpɪɾoː
چپو	t͡ʃᵊpoː
چپي	t͡ʃɪpiː
چپيٽ	t͡ʃᵊpeːʈᵊ
چپٽي	t͡ʃᵊpʊʈiː
چپڙاس	t͡ʃᵊpɪɽaːsʊ
چپڙاسي	t͡ʃᵊpɪɽaːsiː
چپڙو	t͡ʃᵊpɪɽoː
چپڙي	t͡ʃᵊpɪɽiː
چپڙچٽ	t͡ʃᵊpᵊɽt͡ʃᵊʈʊ
چپڪ	t͡ʃɪpᵊkᵊ
چپڪلي	t͡ʃᵊpkᵊliː
چپڻ	t͡ʃɪpᵊɳʊ
چٿر	t͡ʃᵊt̪ʰᵊɾɪ
چٿڻ	t͡ʃɪt̪ʰᵊɳʊ
چڀچڀ	t͡ʃɪbʰɪt͡ʃʊbʰɪ
چڀڙ	t͡ʃɪbʰɪɽʊ
چڀڻ	t͡ʃʊbʰᵊɳʊ
چچ	t͡ʃɪt͡ʃᵊ
چچرمچر	t͡ʃᵊt͡ʃᵊɾᵊmᵊt͡ʃᵊɾʊ
چچرڻ	t͡ʃɪt͡ʃɪɾᵊɳʊ
چچلائي	t͡ʃᵊt͡ʃʊlaːiː
چچلو	t͡ʃᵊt͡ʃʊloː
چچمار	t͡ʃɪt͡ʃᵊmaːɾʊ
چچي	t͡ʃɪt͡ʃiː
چچڙ	t͡ʃɪt͡ʃɪɽʊ
چچڙي	t͡ʃɪt͡ʃɪɽiː
چچڪارڻ	t͡ʃʊt͡ʃkaːɾᵊɳʊ
چڌرائتو	t͡ʃᵊd̪ʰᵊɾaːɪt̪oː
چڌو	t͡ʃɪd̪ʰoː
چڙ	t͡ʃɪɽᵊ
چڙائڻ	t͡ʃɪɽaːɪɳʊ
چڙت	t͡ʃᵊɽᵊt̪ɪ
چڙس	t͡ʃᵊɽᵊsʊ
چڙهت	t͡ʃᵊɽhᵊt̪ɪ
چڙهتي	t͡ʃᵊɽhɪt̪iː
چڙهه	t͡ʃᵊɽhʊ
چڙهوچڙهندي	t͡ʃᵊɽhoːt͡ʃᵊɽhᵊnd̪iː
چڙهي	t͡ʃᵊɽhiː
چڙهڻ	t͡ʃᵊɽhᵊɳʊ
چڙو	t͡ʃɪɽoː
چڙي	t͡ʃᵊɽiː
چڙڻ	t͡ʃɪɽᵊɳʊ
چڙڻي	t͡ʃʊɽɪɳiː
چک	t͡ʃʊkʰᵊ
چکڻ	t͡ʃᵊkʰᵊɳʊ
چڪ	t͡ʃᵊkʊ
چڪئو	t͡ʃᵊkʊoː
چڪائڻ	t͡ʃɪkaːɪɳʊ
چڪار	t͡ʃᵊkaːɾʊ
چڪارو	t͡ʃɪkaːɾoː
چڪاس	t͡ʃᵊkaːsᵊ
چڪاسڻ	t͡ʃᵊkaːsᵊɳʊ
چڪبندي	t͡ʃᵊkbᵊnd̪iː
چڪت	t͡ʃʊkᵊt̪ɪ
چڪر	t͡ʃᵊkᵊɾɪ
چڪراٺو	t͡ʃɪkɪɾaːʈʰoː
چڪري	t͡ʃᵊkɪɾiː
چڪلو	t͡ʃᵊkʊloː
چڪلي	t͡ʃᵊkʊliː
چڪمي	t͡ʃɪkɪmiː
چڪني	t͡ʃɪkɪniː
چڪو	t͡ʃᵊkoː
چڪور	t͡ʃᵊkoːɾʊ
چڪي	t͡ʃᵊkiː
چڪچڪو	t͡ʃᵊkt͡ʃᵊkoː
چڪڙ	t͡ʃɪkᵊɽʊ
چڪڻ	t͡ʃɪkᵊɳɪ
چگھه	t͡ʃʊɡʰʊ
چگھڻ	t͡ʃʊɡʰᵊɳʊ
چڱائي	t͡ʃᵊŋaːiː
چڱمرسي	t͡ʃᵊŋᵊmʊɾsiː
چڱو	t͡ʃᵊŋoː
چڱڀلائي	t͡ʃᵊŋᵊbʰᵊlaːiː
چڻ	t͡ʃʊɳᵊ
چڻاپڻي	t͡ʃᵊɳaːpᵊɳiː
چڻنگ	t͡ʃɪɳɪŋɡᵊ
چڻو	t͡ʃᵊɳoː
چڻي	t͡ʃɪɳiː
چڻڪڻ	t͡ʃʊɳkᵊɳʊ
چڻگاري	t͡ʃɪɳɡaːɾiː
چڻڻ	t͡ʃʊɳᵊɳʊ
ڇئاپاڻي	t͡ʃʰʊaːpaːɳiː
ڇئو	t͡ʃʰʊoː
ڇئڻ	t͡ʃʰʊəɳʊ
ڇا	t͡ʃʰaː
ڇائي	t͡ʃʰaːiː
ڇائيتاليهه	t͡ʃʰaːeːt̪aːliːhᵊ
ڇاتي	t͡ʃʰaːt̪iː
ڇار	t͡ʃʰaːɾʊ
ڇال	t͡ʃʰaːlᵊ
ڇالي	t͡ʃʰaːliː
ڇاندائي	t͡ʃʰaːnd̪aːiː
ڇاندو	t͡ʃʰaːnd̪oː
ڇانڀو	t͡ʃʰaːmbʰoː
ڇانگڻ	t͡ʃʰaːŋɡᵊɳʊ
ڇاهتر	t͡ʃʰaːhᵊt̪ᵊɾɪ
ڇاهه	t͡ʃʰaːhɪ
ڇاهٺ	t͡ʃʰaːhᵊʈʰɪ
ڇايا	t͡ʃʰaːjaː
ڇاٽار	t͡ʃʰaːʈaːɾᵊ
ڇاٽارڻ	t͡ʃʰaːʈaːɾᵊɳʊ
ڇاپ	t͡ʃʰaːpᵊ
ڇاپاڪو	t͡ʃʰaːpaːkoː
ڇاپرو	t͡ʃʰaːpɪɾuː
ڇاپو	t͡ʃʰaːpoː
ڇاپڻ	t͡ʃʰaːpᵊɳʊ
ڇاڇ	t͡ʃʰaːt͡ʃʰɪ
ڇاڇرو	t͡ʃʰaːt͡ʃʰɪɾoː
ڇاڇولڻ	t͡ʃʰaːt͡ʃʰoːlᵊɳʊ
ڇاڙ	t͡ʃʰaːɽᵊ
ڇاڙتو	t͡ʃʰaːɽɪt̪oː
ڇاڙهه	t͡ʃʰaːɽhʊ
ڇاڙپ	t͡ʃʰaːɽᵊpᵊ
ڇاڙڪي	t͡ʃʰaːɽɪkiː
ڇاگ	t͡ʃʰaːɡᵊ
ڇاڱو	t͡ʃʰaːŋoː
ڇاڻ	t͡ʃʰaːɳʊ
ڇاڻاڻي	t͡ʃʰaːɳaːɳiː
ڇاڻو	t͡ʃʰaːɳoː
ڇاڻي	t͡ʃʰaːɳiː
ڇاڻڻ	t͡ʃʰaːɳᵊɳʊ
ڇاڻڻي	t͡ʃʰaːɳɪɳiː
ڇت	t͡ʃʰᵊt̪ɪ
ڇتا	t͡ʃʰᵊt̪aː
ڇتر	t͡ʃʰɪt̪ᵊɾʊ
ڇترو	t͡ʃʰɪt̪ɪɾoː
ڇتري	t͡ʃʰɪt̪ɪɾiː
ڇتو	t͡ʃʰɪt̪oː
ڇر	t͡ʃʰᵊɾᵊ
ڇرو	t͡ʃʰɪɾoː
ڇري	t͡ʃʰʊɾiː
ڇرڪ	t͡ʃʰɪɾkʊ
ڇرڪڻ	t͡ʃʰɪɾkᵊɳʊ
ڇرڪڻو	t͡ʃʰɪɾkɪɳoː
ڇرڪڻي	t͡ʃʰɪɾkɪɳiː
ڇرڻ	t͡ʃʰɪɾᵊɳʊ
ڇرڻي	t͡ʃʰʊɾɳiː
ڇسو	t͡ʃʰᵊsoː
ڇل	t͡ʃʰᵊlᵊ
ڇلر	t͡ʃʰɪlʊɾʊ
ڇلو	t͡ʃʰᵊloː
ڇلونگڙي	t͡ʃʰɪluːŋɡɽiː
ڇلي	t͡ʃʰᵊliː
ڇليرهم	t͡ʃʰɪleːɾᵊhᵊmʊ
ڇلپٽ	t͡ʃʰɪlʊpᵊʈʊ
ڇلڪو	t͡ʃʰᵊlkoː
ڇلڪڻ	t͡ʃʰʊlkᵊɳʊ
ڇلڻ	t͡ʃʰᵊlᵊɳʊ
ڇماسي	t͡ʃʰᵊmaːsiː
ڇمڇر	t͡ʃʰᵊmt͡ʃʰᵊɾʊ
ڇمڪي	t͡ʃʰᵊmkiː
ڇمڪڻ	t͡ʃʰɪmkᵊɳʊ
ڇمڪڻي	t͡ʃʰɪmkɪɳiː
ڇن	t͡ʃʰᵊnᵊ
ڇند	t͡ʃʰᵊnd̪ʊ
ڇندائتو	t͡ʃʰᵊnd̪aːɪt̪oː
ڇندي	t͡ʃʰᵊnd̪iː
ڇنو	t͡ʃʰᵊnoː
ڇنڀ	t͡ʃʰɪmbʰᵊ
ڇنڀر	t͡ʃʰɪmbʰɪɾʊ
ڇنڀڻ	t͡ʃʰɪmbʰᵊɳʊ
ڇنڇر	t͡ʃʰᵊɲt͡ʃʰᵊɾʊ
ڇنڇري	t͡ʃʰᵊɲt͡ʃʰɪɾiː
ڇنڊ	t͡ʃʰᵊɳɖᵊ
ڇنڊو	t͡ʃʰᵊɳɖoː
ڇنڊڪار	t͡ʃʰᵊɳɖkaːɾᵊ
ڇنڊڪو	t͡ʃʰᵊɳɖkoː
ڇنڊڻ	t͡ʃʰᵊɳɖᵊɳɪ
ڇنڻاٽ	t͡ʃʰᵊɳɳaːʈʊ
ڇه	t͡ʃʰɪ
ڇهائي	t͡ʃʰʊhaːiː
ڇهارو	t͡ʃʰʊhaːɾoː
ڇهاسي	t͡ʃʰᵊhaːsiː
ڇهاڻي	t͡ʃʰʊhɪɳiː
ڇهه	t͡ʃʰᵊhᵊ
ڇهو	t͡ʃʰᵊhoː
